id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature10,feature11,rating
3379,22.1,8.7,3.6,3.01,4.6,9.2,9.984,0.49,11.3,old,7.6,0.43,2
6466,4.2,2.5,5.6000000000000005,3.34,7.7,9.2,9.9629,0.13,1.6,new,7.0,0.59,2
3192,10.7,3.8,1.6,2.93,2.5,11.9,9.9306,0.37,7.9,old,8.3,0.37,3
4933,1.8,0.5,6.45,3.4,8.6,9.6,9.986,0.0,5.5,new,7.8,0.55,3
3542,15.3,4.6,2.3000000000000003,3.2,3.6000000000000005,9.4,9.9576,0.37,8.5,old,6.6,0.48,3
2323,14.8,4.2,2.0,3.35,4.1,11.1,9.9335,0.34,1.8,old,7.6,0.66,3
143,9.9,2.4,2.1,3.18,3.6000000000000005,9.7,9.947,0.41,4.3,old,8.5,0.53,3
476,10.5,4.2,2.8000000000000003,2.99,2.8,12.4,9.893,0.36,1.1,old,7.4,0.39,4
1511,12.6,1.5,2.3000000000000003,3.02,4.2,11.2,9.934,0.74,3.2,old,8.8,0.51,3
3198,12.7,3.5,2.2,2.97,4.4,11.0,9.9326,0.38,9.1,old,6.4,0.3,4
3665,12.8,3.4,5.300000000000002,3.2,3.6000000000000005,13.2,9.8856,0.16,2.7,old,5.4,0.53,5
4794,15.9,4.6,3.2,3.18,17.4,9.4,9.9519,0.3,7.3,old,6.0,0.49,2
3215,5.4,2.0,1.4,3.19,10.4,11.5,9.9057,0.33,1.0,old,7.1,0.64,3
1779,15.0,4.3,1.5,3.42,3.4000000000000004,11.0,9.922,0.36,1.8,old,6.4,0.69,5
1468,6.0,1.5,2.4,3.19,4.6,9.8,9.927999999999999,0.24,1.6,old,6.5,0.39,2
758,13.6,5.5,1.4,3.3,5.1,9.8,9.932,0.4,1.2,old,7.1,0.96,4
6220,1.8,0.9,3.4000000000000004,3.18,5.8,11.4,9.9392,0.42,1.8,new,9.1,0.55,2
3528,5.0,1.9,7.5,3.09,3.6000000000000005,11.1,9.9312,0.13,6.3,old,6.9,0.25,1
6438,3.2,1.1,5.2,3.56,7.1,11.6,9.9646,0.08,4.4,new,6.2,0.63,3
4263,16.4,1.9,5.5,3.26,3.6000000000000005,12.2,9.9269,0.05,8.0,old,7.0,0.46,3
1215,16.9,4.1,2.8000000000000003,3.17,4.5,10.6,9.959,0.42,7.1,old,8.0,0.43,2
6048,1.2,0.4,3.3000000000000003,3.3,6.7,12.8,9.947299999999998,0.32,2.8,new,8.2,0.76,4
6128,5.8,1.5,1.7999999999999998,3.37,6.6000000000000005,11.8,9.947,0.34,2.7,new,7.7,0.78,3
4994,2.3,0.8,7.75,3.45,10.2,10.7,9.965,0.0,3.0,new,6.8,0.56,2
1075,12.4,2.8,4.0,3.22,3.3000000000000003,12.7,9.904,0.19,3.2,old,6.4,0.54,4
3440,10.6,3.5,1.7000000000000002,3.16,4.0,12.0,9.9026,0.32,1.4,old,6.8,0.66,2
6451,2.8,1.8,7.35,3.41,8.0,9.4,9.9765,0.0,2.2,new,7.3,0.6,2
4699,16.8,6.0,3.0,3.1,4.1,9.8,9.9659,0.33,12.8,old,6.8,0.56,2
938,24.4,5.6,3.5,3.36,4.4,10.0,9.956,0.29,7.3,old,6.2,0.55,3
21,10.2,1.9,3.1,3.17,3.8,11.0,9.912,0.38,2.9,old,6.4,0.35,4
5758,8.5,1.5,6.2,3.51,7.7,9.5,9.9746,0.06,2.7,new,7.2,0.54,2
6360,3.1,1.4,6.4,3.36,7.5,10.4,9.9545,0.03,2.3,new,6.8,0.58,3
2855,14.3,4.6,3.3000000000000003,3.25,2.7,11.2,9.924,0.26,5.0,old,6.9,0.43,4
3270,11.5,2.1,1.5,3.1,4.4,10.2,9.9166,0.29,1.8,old,6.4,0.38,2
3967,20.0,3.5,2.7,3.16,4.9,9.4,9.9548,0.51,7.6,old,6.3,0.54,1
1769,10.2,3.3,4.3,3.16,4.6,12.2,9.918,0.28,4.5,old,7.7,0.56,4
6234,2.6,1.5,5.0,3.36,5.7,9.5,9.9448,0.0,1.4,new,6.0,0.45,2
6464,5.2,2.4,1.6,3.34,5.9,11.2,9.9494,0.64,2.1,new,6.7,0.71,3
1426,14.0,3.4,2.2,3.05,4.5,12.7,9.9,0.49,1.0,old,7.2,0.34,3
4556,13.8,3.2,2.0,3.26,2.8,11.7,9.914,0.4,1.9,old,6.1,0.72,2
3060,17.6,5.8,2.5,3.19,4.6,10.4,9.9454,0.54,7.0,old,6.2,0.7,2
6168,6.0,2.6,3.8,3.7,4.8,14.0,9.9084,0.01,1.6,new,5.0,0.75,3
296,16.9,3.3,3.9,3.09,4.5,9.4,9.976,0.7,10.6,old,8.3,0.57,2
405,16.8,8.7,2.7,3.18,4.0,10.0,9.92,0.12,1.3,old,6.8,0.41,2
4727,13.2,3.7,2.5,3.06,5.3,9.4,9.9489,0.28,7.7,old,6.0,0.5,3
940,19.7,4.0,3.4000000000000004,3.14,3.4000000000000004,9.7,9.9485,0.28,7.5,old,6.2,0.6,2
2988,10.3,1.7,1.9,3.15,3.4000000000000004,11.4,9.9305,0.31,6.3,old,7.2,0.52,4
4141,14.9,5.1,2.8000000000000003,3.02,5.2,10.4,9.9544,0.29,11.9,old,6.8,0.58,3
44,15.4,3.3,2.3000000000000003,3.24,6.0,9.5,9.934,0.26,1.4,old,6.7,0.56,3
5640,1.8,0.9,6.15,3.46,6.5,9.2,9.972000000000001,0.0,1.9,new,6.5,0.65,2
2240,18.0,4.1,2.9,3.16,4.2,9.1,9.9644,0.18,8.2,old,7.2,0.49,2
5233,2.1,0.7,6.949999999999998,3.17,12.8,12.2,9.992,0.53,3.4,new,11.9,0.84,4
1343,18.1,5.2,2.5,3.51,5.9,9.8,9.984,0.31,12.4,old,6.6,0.47,3
4212,16.4,1.3,3.1,3.24,5.2,8.8,9.9602,0.37,6.2,old,6.6,0.39,1
4115,9.4,2.9,2.6,3.07,4.1,12.0,9.897799999999998,0.32,1.2,old,7.3,0.45,3
181,18.3,6.1,3.4000000000000004,3.09,5.3,9.2,9.936,0.15,1.2,old,7.1,0.43,2
6424,3.8,1.8,4.699999999999998,3.3,6.4,9.6,9.9553,0.08,2.2,new,6.8,0.65,3
244,14.2,4.0,4.0,3.14,4.3,8.7,9.975,0.56,11.2,old,6.9,0.46,2
1248,7.3,2.0,1.7999999999999998,3.32,4.5,10.8,9.925,0.31,1.1,old,7.2,0.4,4
2439,13.0,3.6,2.7,3.48,4.2,9.9,9.979,0.37,9.7,old,7.3,0.75,3
5925,5.2,2.8,7.95,3.49,6.5,11.6,9.9378,0.0,2.2,new,6.4,0.52,2
2859,11.3,4.8,2.1,3.24,3.4000000000000004,10.5,9.9165,0.36,0.8,old,6.6,0.68,3
764,16.8,3.6,3.0,3.22,4.2,9.5,9.9505,0.28,5.0,old,6.3,0.69,3
4843,18.2,4.7,3.4000000000000004,3.21,4.6,11.3,9.9093,0.25,2.5,old,5.6,0.4,2
887,9.0,3.4,3.0,3.37,4.4,11.0,9.9185,0.32,2.0,old,6.5,0.68,4
5887,2.1,1.4,2.95,3.14,7.3,10.9,9.9556,0.4,1.5,new,9.7,0.51,3
4868,12.4,4.2,2.3000000000000003,3.31,4.6,10.8,9.9324,0.31,4.5,old,5.8,0.64,3
891,11.4,4.0,2.6,3.42,3.1,11.0,9.908,0.18,1.2,old,5.8,0.4,4
3515,8.7,2.2,1.9,3.08,3.1,12.3,9.8987,0.33,1.3,old,6.8,0.62,4
1608,23.5,5.9,2.7,2.98,5.7,8.6,10.024,0.49,23.5,old,6.9,0.47,2
6236,2.6,1.5,5.0,3.36,5.7,9.5,9.9448,0.0,1.4,new,6.0,0.45,2
3687,9.8,3.9,1.6,3.15,3.0,10.8,9.9402,0.27,12.0,old,6.0,0.34,2
6198,2.8,1.5,6.45,3.78,8.0,12.5,9.9444,0.0,2.15,new,5.2,0.61,3
5655,3.1,1.0,8.7,3.25,8.4,9.8,9.9656,0.0,2.2,new,8.1,0.5,2
1760,18.1,6.7,2.8000000000000003,3.31,4.2,10.2,9.9435,0.19,5.4,old,6.4,0.35,3
176,6.5,1.9,3.2,3.03,4.4,12.6,9.91,0.47,5.1,old,7.2,0.41,1
6164,3.6,1.6,5.699999999999998,3.38,8.1,10.3,9.9564,0.05,2.3,new,7.2,0.6,3
4586,13.2,3.1,2.9,3.28,2.9,12.4,9.8895,0.38,1.2,old,5.4,0.36,3
4695,11.3,2.9,3.5,3.13,3.2,12.9,9.9188,0.32,9.0,old,6.7,0.65,4
3088,7.6,1.2,3.7,2.94,2.4,12.3,9.8876,0.37,1.5,old,6.3,0.39,3
1037,7.7,1.1,4.699999999999998,3.21,4.4,9.7,9.956,0.24,6.0,old,7.1,0.56,2
438,21.4,7.35,1.55,3.18,4.5,9.9,9.934,0.34,,old,7.4,0.61,4
146,16.8,5.3,1.6,3.28,4.4,10.1,9.918,0.27,1.4,old,5.6,0.37,3
5408,4.3,1.9,4.2,3.02,7.3,9.5,9.978,0.49,4.6,new,12.4,0.61,2
6142,16.0,7.2,2.9,3.33,6.7,10.3,9.9721,0.25,13.4,new,5.9,0.54,3
5939,2.6,1.3,4.9,3.38,7.9,9.8,9.9547,0.19,1.7,new,6.9,0.64,3
2729,7.9,2.4,2.9,3.27,3.5000000000000004,11.4,9.9053,0.31,1.7,old,6.5,0.69,4
2662,11.0,4.6,2.3000000000000003,3.04,4.3,10.8,9.9118,0.33,1.0,old,7.0,0.65,3
4607,17.7,3.1,2.8000000000000003,3.12,3.3000000000000003,11.2,9.9479,0.3,12.9,old,6.6,0.39,3
3779,9.7,3.1,3.2,3.2,2.2,12.7,9.9134,0.45,7.7,old,6.5,0.7,4
2992,13.0,2.9,2.0,3.11,3.8,10.5,9.9496,0.27,10.9,old,6.6,0.44,4
4174,17.9,6.5,2.4,3.06,5.0,9.3,9.9659,0.22,11.9,old,6.3,0.58,3
2800,18.9,6.1,2.5,3.22,4.7,9.2,9.9604,0.51,8.0,old,6.6,0.49,2
2155,18.1,3.3,2.9,3.11,3.5000000000000004,10.7,9.962,0.33,8.75,old,7.8,0.46,2
2468,7.7,2.6,1.6,3.25,2.9,10.1,9.9155,0.34,0.8,old,5.2,0.51,3
768,11.3,4.1,1.1,3.42,4.3,9.3,9.962,0.34,8.8,old,6.7,0.4,4
6178,5.4,2.8,4.6000000000000005,3.37,7.7,10.4,9.956,0.2,1.9,new,7.1,0.64,3
6068,1.2,0.5,3.6,3.2,6.2,10.5,9.9667,0.34,1.6,new,9.2,0.67,3
5579,2.9,1.6,4.5,3.21,9.4,10.2,9.962,0.23,2.2,new,8.0,0.49,3
4327,18.2,4.7,2.4,3.12,5.4,9.5,9.9538,0.26,8.2,old,6.4,0.5,2
3377,18.9,5.1,4.0,3.0,5.0,11.4,9.9174,0.25,1.8,old,7.0,0.55,3
1575,18.2,6.1,1.7000000000000002,3.63,5.3,10.5,9.953,0.74,2.4,old,6.8,0.76,3
4880,17.0,6.8,3.4000000000000004,3.15,4.6,9.533333333,9.9494,0.4,8.1,old,6.6,0.5,3
1177,18.9,1.9,2.5,3.46,4.2,10.2,9.952,0.29,2.0,old,6.8,0.54,3
2254,17.2,4.7,2.6,3.14,4.9,10.4,9.924,0.19,3.4,old,6.2,0.43,3
455,11.3,2.4,4.1,3.44,4.8,9.8,9.982000000000001,0.24,14.0,old,6.4,0.53,3
3013,10.5,3.6,1.3,3.05,4.2,10.7,9.958100000000002,0.37,12.85,old,7.0,0.55,3
853,15.1,4.1,3.4000000000000004,3.06,3.9,8.6,9.978,0.58,11.1,old,7.7,0.49,2
4151,19.3,2.9,2.6,3.1,3.2,12.5,9.9134,0.32,3.7,old,7.4,0.67,3
2159,6.1,0.6,2.4,3.3,3.1,12.2,9.897,0.37,1.8,old,6.3,0.34,1
467,6.8,1.5,3.2,3.17,4.4,9.4,9.932,0.21,2.2,old,6.8,0.39,3
5745,3.9,1.2,6.800000000000002,3.5,7.8,9.9,9.977,0.16,1.8,new,7.4,0.7,3
2672,12.0,4.6,1.5,3.2,4.9,9.5,9.9704,0.3,13.3,old,7.0,0.36,4
3349,10.1,2.6,1.7000000000000002,3.34,4.7,9.9,9.9596,0.27,9.9,old,6.4,0.5,3
4831,14.0,2.0,3.8,3.27,5.8,9.7,9.9271,0.26,1.1,old,5.8,0.43,3
555,9.3,3.1,2.5,2.93,2.6,11.3,9.916,0.34,1.2,old,9.2,0.37,4
672,15.0,4.6,3.2,3.38,3.9,12.5,9.95,0.34,14.5,old,7.1,0.5,5
1255,10.4,2.9,2.2,3.81,5.7,10.3,9.959,0.34,1.8,old,6.4,0.57,3
794,17.3,3.8,3.2,3.03,4.9,9.3,9.9335,0.27,1.4,old,7.4,0.52,2
2934,6.6,1.1,2.1,3.3,2.8,9.8,9.9215,0.29,0.7,old,5.3,0.4,2
3409,11.1,2.4,2.3000000000000003,3.37,5.1,11.0,9.916,0.35,0.7,old,6.2,0.43,0
6221,5.5,2.1,3.6,3.18,6.0,11.0,9.9495,0.39,1.8,new,9.1,0.82,4
3266,10.5,3.4,2.4,3.11,3.0,11.8,9.9407,0.32,10.5,old,8.1,0.42,3
912,14.5,2.2,3.4000000000000004,3.15,4.1,9.9,9.943,0.19,5.8,old,6.3,0.63,2
5212,7.2,2.6,3.6,3.39,8.7,11.0,9.9645,0.29,2.6,new,7.4,0.68,2
4348,14.8,6.1,3.1,2.98,4.2,9.1,9.9839,0.52,13.2,old,7.6,0.47,3
2765,11.8,1.7,2.7,3.18,2.8,11.2,9.9356,0.29,10.8,old,6.4,0.37,3
557,13.7,1.6,4.1,3.32,4.9,10.4,9.93,0.24,1.6,old,6.1,0.5,3
2812,10.9,2.7,1.6,3.34,2.6,10.1,9.934,0.34,1.6,old,6.7,0.58,3
4392,16.7,3.9,2.5,3.14,5.7,9.2,9.9804,0.44,15.8,old,6.2,0.51,2
1433,9.9,3.2,2.9,3.07,3.1,12.2,9.893,0.49,1.2,old,7.1,0.33,3
3187,12.5,4.2,1.7999999999999998,3.24,2.7,12.8,9.8939,0.37,1.3,old,6.7,0.37,4
1320,11.4,0.6,1.9,3.04,4.4,12.8,9.914,0.42,1.5,old,7.6,0.74,3
5378,2.3,0.6,2.8000000000000003,3.12,6.9,9.2,10.026,0.39,15.5,new,10.6,0.66,2
5621,12.7,3.6,3.1,2.94,5.3,9.5,9.965,0.3,2.2,new,7.1,1.62,2
2877,16.2,7.5,1.5,2.97,4.5,9.3,9.9482,0.55,5.9,old,6.5,0.4,2
4457,17.4,3.6,2.8000000000000003,3.14,5.1,9.0,9.9911,0.29,19.3,old,6.0,0.5,2
4737,13.4,4.1,2.4,3.25,3.1,12.3,9.9234,0.32,9.0,old,6.1,0.26,4
5430,4.2,1.2,3.8,3.16,9.8,10.3,10.004,0.49,2.7,new,11.9,0.61,2
2412,21.2,5.0,3.8,3.47,8.0,9.4,9.9803,0.17,8.8,old,6.3,0.66,1
5451,9.6,3.2,10.4,3.74,5.0,11.5,9.934,0.24,1.6,new,5.0,0.62,2
2637,19.1,2.7,3.1,2.96,4.4,8.7,10.0013,0.73,14.35,old,8.7,0.88,2
1157,13.5,2.3,3.0,3.16,5.4,9.0,9.998,0.29,16.85,old,7.8,0.38,3
1753,14.1,4.3,2.3000000000000003,3.42,4.9,10.2,9.934,0.25,1.4,old,7.4,0.54,4
3284,10.3,3.8,3.4000000000000004,2.91,3.5000000000000004,12.2,9.9148,0.25,6.4,old,8.0,0.23,3
1262,15.7,2.8,1.7999999999999998,3.33,4.6,9.4,9.946,0.65,1.4,old,7.3,0.62,3
5457,4.7,0.6,4.699999999999998,3.3,8.5,12.7,10.021,0.49,4.3,new,13.0,0.68,3
4742,13.3,3.6,2.7,3.23,3.5000000000000004,10.8,9.9215,0.32,3.6,old,6.0,0.46,3
2534,9.5,1.9,2.3000000000000003,3.17,4.3,10.7,9.920700000000002,0.3,1.7,old,6.8,0.46,4
261,15.6,3.6,2.9,2.93,4.3,8.9,9.996,0.4,19.45,old,6.9,0.47,2
1761,12.4,3.1,3.0,3.16,4.4,10.2,9.948,0.28,5.7,old,8.0,0.51,3
2436,18.3,2.9,4.3,3.17,5.6,9.4,9.9594,0.28,9.4,old,6.9,0.43,2
129,18.4,4.6,3.0,3.31,4.6,10.9,9.924,0.56,2.7,old,6.1,0.57,3
141,15.5,4.9,3.7,3.16,4.5,8.7,9.975,0.67,10.5,old,7.1,0.44,2
3760,10.1,3.1,2.0,2.99,1.6,11.0,9.9186,0.32,5.0,old,7.8,0.39,3
3730,18.4,5.8,2.2,3.11,3.5000000000000004,9.0,10.002200000000002,0.2,20.8,old,6.2,0.53,3
219,16.1,4.3,2.3000000000000003,3.04,3.6000000000000005,11.0,9.937999999999999,0.36,7.0,old,7.5,0.32,2
3598,16.9,6.5,2.0,3.59,3.3000000000000003,12.3,9.9043,0.24,1.4,old,5.8,0.56,4
4839,4.4,1.0,4.050000000000002,3.52,3.8,11.6,9.9125,0.15,1.45,old,5.2,0.4,1
72,20.1,3.1,2.7,3.69,6.3,10.0,9.964,0.28,4.8,old,6.0,0.71,2
4368,10.9,2.9,3.0,2.98,4.1,10.9,9.9418,0.28,11.45,old,6.5,0.3,3
3064,18.3,7.7,2.1,2.95,3.8,9.0,9.977799999999998,0.8,12.3,old,7.4,0.48,2
4349,18.7,4.3,3.4000000000000004,2.96,10.8,9.4,9.9738,0.28,10.4,old,7.2,0.57,2
1504,12.6,2.4,1.7000000000000002,3.26,4.5,12.2,9.942,0.74,12.8,old,7.0,0.38,5
2551,20.9,6.2,2.6,3.2,4.5,9.5,9.9544,0.42,7.1,old,6.3,0.53,3
2030,14.5,2.2,4.2,3.06,3.4000000000000004,11.0,9.951,0.41,2.3,old,9.5,0.52,3
2971,11.2,1.0,2.6,3.11,5.0,9.9,9.9286,0.24,1.7,old,7.3,0.43,2
3229,11.9,4.2,2.0,3.48,4.7,11.0,9.9158,0.26,1.1,old,6.2,0.6,4
2616,12.9,4.7,1.7999999999999998,3.28,3.9,10.3,9.9678,0.41,14.2,old,6.5,0.72,4
3767,18.6,5.9,4.0,3.08,3.3000000000000003,9.4,9.9754,0.17,12.9,old,6.9,0.49,2
572,18.1,4.4,3.4000000000000004,3.04,4.7,8.8,9.987,0.54,16.3,old,6.7,0.56,2
1865,14.2,2.8,3.6,3.12,25.5,10.2,9.958,0.44,8.3,old,7.6,0.43,3
242,10.0,2.3,2.1,3.15,2.6,11.4,9.903,0.37,2.4,old,7.1,0.38,4
5875,11.9,3.1,5.9,3.15,10.9,9.1,9.9801,0.29,2.6,new,8.4,0.5,2
4821,13.1,1.8,2.4,3.19,4.3,11.0,9.9176,0.47,1.3,old,7.0,0.45,3
4484,12.6,1.7,5.550000000000002,3.24,5.3,9.1,9.943,0.26,4.5,old,5.8,0.46,2
4748,18.4,3.3,3.4000000000000004,3.12,5.0,9.3,9.9943,0.24,18.35,old,6.1,0.61,2
1337,25.1,4.0,1.7999999999999998,3.29,4.8,10.0,9.956,0.3,6.4,old,6.7,0.52,2
5186,4.9,2.0,5.2,3.34,9.1,10.6,9.976,0.09,2.5,new,8.7,0.86,4
2070,17.3,2.5,3.4000000000000004,3.26,5.7,9.1,9.948,0.3,1.3,old,7.3,0.51,3
2389,8.3,2.8,4.6000000000000005,3.38,4.2,12.0,9.9114,0.26,2.7,old,6.8,0.51,5
4696,8.4,1.9,1.5,3.19,3.0,13.0,9.8926,0.4,1.2,old,6.1,0.96,3
1162,15.1,2.9,2.5,3.15,4.3,10.2,9.946,0.41,7.4,old,6.6,0.6,4
6481,9.8,3.2,4.6000000000000005,3.33,7.400000000000001,9.8,9.9578,0.29,2.1,new,6.2,0.62,2
6299,14.1,3.3,6.9,3.25,8.0,9.9,9.962,0.21,2.1,new,7.9,0.51,2
958,7.8,2.5,2.0,3.39,3.9,10.2,9.926,0.32,1.1,old,6.6,0.54,4
3277,12.5,2.1,1.6,3.23,5.7,11.1,9.9091,0.25,1.4,old,6.4,0.44,4
6396,1.3,0.7,8.95,3.53,6.800000000000002,10.8,9.9582,0.04,2.3,new,6.6,0.58,3
3199,12.1,4.0,2.1,3.18,3.2,12.0,9.921399999999998,0.4,6.3,old,6.8,0.53,4
4715,8.1,1.7,1.5,3.29,3.4000000000000004,10.0,9.951200000000002,0.32,7.9,old,6.7,0.31,3
1919,18.9,5.6,2.2,3.24,4.9,9.0,9.994,0.5,13.7,old,7.3,0.66,3
2719,16.0,5.3,1.7999999999999998,3.03,2.9,10.9,9.927600000000002,0.31,6.5,old,7.5,0.38,3
2603,10.7,3.7,3.0,3.31,2.5,11.3,9.9159,0.29,2.8,old,6.7,0.63,4
712,12.8,3.1,2.7,3.1,3.5000000000000004,12.3,9.916,0.43,1.6,old,8.2,0.5,3
2282,21.0,6.7,3.3000000000000003,3.06,4.9,9.5,9.9907,0.26,15.6,old,7.4,0.68,2
1632,11.1,2.8,2.8000000000000003,3.41,4.1,12.2,9.926,0.49,6.5,old,7.1,0.58,5
635,14.0,3.4,1.4,3.49,2.7,10.8,9.934,0.25,4.5,old,5.9,0.51,3
3681,12.2,3.7,2.2,3.06,2.7,12.5,9.9228,0.26,9.2,old,7.0,0.34,5
4517,8.2,2.6,1.7000000000000002,3.0,4.9,9.8,9.93,0.17,5.1,old,6.8,0.38,3
2406,10.0,2.3,4.4,3.17,3.3000000000000003,12.7,9.911700000000002,0.26,4.45,old,7.9,0.52,3
17,7.5,2.9,6.6000000000000005,3.33,2.9,12.8,9.892000000000001,0.48,1.2,old,,0.39,5
1824,16.5,3.5,3.2,3.22,3.3000000000000003,9.0,9.974,0.12,11.5,old,6.5,0.32,2
2079,11.7,1.7,4.5,3.32,4.4,10.4,9.962,0.32,7.1,old,7.4,0.41,1
339,14.1,4.9,1.7999999999999998,3.43,4.9,10.2,9.934,0.35,1.5,old,6.6,0.85,4
3734,12.5,2.8,2.1,3.39,4.2,8.6,9.9936,0.29,13.1,old,6.0,0.45,2
539,21.1,4.1,2.5,3.37,5.3,9.5,9.955,0.24,4.55,old,6.8,0.67,3
1576,7.4,2.0,2.7,3.32,5.0,9.8,9.931000000000001,0.49,1.4,old,6.2,0.44,3
4653,7.3,1.8,3.6,3.1,3.5000000000000004,12.8,9.8868,0.28,2.5,old,6.3,0.47,4
4749,18.2,2.8,3.5,3.13,5.1,9.3,9.9946,0.25,18.4,old,6.2,0.62,3
6425,2.4,1.5,5.300000000000002,3.29,7.1,10.8,9.951,0.07,1.7,new,7.1,0.66,3
3662,7.6,1.1,6.0,3.42,5.0,10.4,9.926799999999998,0.12,1.8,old,6.1,0.48,1
2572,5.6,1.0,1.4,3.46,2.6,9.9,9.9352,0.28,1.3,old,7.0,0.45,2
1369,18.5,4.2,6.4,2.9,16.8,9.3,9.984,0.47,14.15,old,7.4,0.49,2
2993,11.3,2.9,1.7999999999999998,3.11,3.9,10.9,9.9406,0.28,9.8,old,6.8,0.45,4
1363,9.6,1.5,3.2,3.22,5.1,9.5,9.94,0.16,1.4,old,6.9,0.38,1
2136,13.2,3.1,1.7999999999999998,3.25,5.8,10.9,9.95,0.36,5.9,old,7.9,0.52,3
5335,2.2,0.6,4.5,3.17,6.6000000000000005,11.2,9.986,0.73,3.2,new,11.1,0.66,3
757,17.8,6.8,2.2,3.4,5.1,9.3,9.9935,0.37,15.2,old,6.8,0.85,3
5624,4.9,1.8,7.199999999999998,3.43,8.4,11.1,9.994,0.09,2.8,new,8.1,0.72,3
4195,8.7,2.4,4.5,2.94,4.0,13.4,9.8862,0.24,2.7,old,7.1,0.38,5
5684,6.1,1.1,3.5,3.21,8.3,9.5,9.982000000000001,0.41,2.3,new,9.9,0.5,2
4198,13.9,6.3,3.6,2.94,4.9,9.1,9.9792,0.53,12.9,old,7.9,0.45,2
6077,4.7,1.1,3.5,3.27,7.6,11.0,9.9599,0.33,2.4,new,8.2,0.81,3
1527,19.5,4.8,2.8000000000000003,3.04,4.5,11.0,9.954,0.49,7.7,old,7.9,0.55,3
1953,17.2,4.9,2.4,3.37,4.4,10.8,9.96,0.38,4.3,old,8.1,0.74,3
3223,15.4,5.2,3.0,3.04,4.3,12.0,9.9452,0.44,12.4,old,8.2,0.33,3
2564,16.0,2.8,4.1,2.95,3.7000000000000006,10.6,9.9167,0.16,1.4,old,6.6,0.45,3
5527,8.4,2.0,6.8500000000000005,3.21,11.1,9.3,9.964,0.23,2.3,new,7.6,0.61,2
1167,11.3,2.2,2.3000000000000003,3.22,4.4,10.6,9.937999999999999,0.43,1.4,old,7.4,0.62,3
1076,18.0,4.2,2.8000000000000003,3.37,4.8,10.1,9.974,0.33,7.7,old,7.5,0.59,3
4424,11.8,3.7,2.2,3.08,4.7,8.8,9.9906,0.23,17.3,old,6.6,0.46,3
1387,8.5,1.5,4.2,3.28,3.4000000000000004,13.4,9.9,0.33,2.8,old,6.6,0.51,3
2483,21.5,5.8,2.7,3.19,4.7,9.5,9.9542,0.37,7.9,old,6.3,0.48,3
6216,9.1,1.7,6.3,3.26,8.3,9.8,9.9616,0.27,2.0,new,7.5,0.58,3
2379,19.1,2.1,2.7,3.49,8.4,9.6,9.9516,0.19,2.0,old,6.4,0.63,1
3669,10.2,4.1,3.7,3.41,2.9,12.7,9.8916,0.32,1.6,old,5.9,0.55,4
4991,3.1,0.9,4.9,3.39,6.2,9.6,9.966,0.26,1.9,new,7.7,0.64,2
2342,9.5,2.7,4.0,3.21,3.4000000000000004,12.3,9.9175,0.27,4.5,old,7.7,0.59,5
457,11.1,2.6,2.1,2.95,5.6,9.5,9.956,0.27,8.6,old,7.1,0.52,2
4410,18.2,3.5,2.4,3.11,6.9,9.733333333,9.9391,0.47,6.3,old,5.7,0.46,2
13,14.3,4.8,1.6,3.54,4.4,12.4,9.912,0.4,1.5,old,6.6,0.52,4
4568,13.5,1.7,3.0,3.23,5.5,12.2,9.925,0.27,4.4,old,6.4,0.44,3
6052,6.3,5.0,5.8,3.59,10.0,11.4,9.9544,0.0,2.2,new,6.6,0.68,3
6389,1.3,0.5,5.4,3.72,4.9,11.4,9.942,0.04,1.7,new,5.6,0.58,2
3031,12.4,3.3,1.9,3.22,4.2,9.2,9.9646,0.25,10.8,old,5.8,0.41,3
4247,12.4,2.6,3.6,3.09,14.499999999999998,10.1,9.9274,0.47,1.4,old,6.6,0.56,3
4741,13.7,4.2,2.7,3.24,3.4000000000000004,10.9,9.9218,0.31,3.9,old,6.1,0.46,3
923,21.5,6.9,2.6,3.17,4.4,10.0,9.967,0.27,12.9,old,6.5,0.43,3
3575,11.2,3.2,1.7999999999999998,3.15,2.7,11.0,9.9089,0.28,1.1,old,6.8,0.45,4
160,12.4,3.8,3.2,3.29,3.6000000000000005,12.4,9.898,0.24,1.5,old,6.1,0.42,4
1000,8.4,1.6,1.9,3.15,5.0,9.8,9.936,0.36,1.8,old,8.0,0.45,4
5189,1.8,0.6,2.0,3.3,34.3,10.5,9.979,0.48,2.0,new,11.0,0.71,2
4000,12.0,2.5,2.4,3.01,5.3,10.5,9.942,0.49,5.8,old,6.4,0.98,3
5397,8.1,2.3,6.9,3.48,8.6,11.6,10.002,0.31,3.0,new,8.7,0.74,3
5076,2.0,0.7,8.05,3.48,6.800000000000002,9.6,9.969,0.0,2.5,new,7.0,0.56,2
2425,11.7,1.7,2.4,3.36,3.6000000000000005,10.1,9.9411,0.29,3.0,old,7.2,0.68,3
562,18.4,3.9,3.4000000000000004,3.09,6.3,9.2,9.969,0.27,8.8,old,7.7,0.63,3
5464,1.5,0.5,7.0,3.32,22.6,9.0,9.991,0.24,2.5,new,8.7,0.6,3
2578,10.4,4.5,3.0,3.4,1.4,12.6,9.8914,0.27,1.7,old,5.8,0.56,4
4518,4.0,1.0,2.0,3.14,4.9,9.8,9.944,0.33,3.5,old,9.0,0.36,3
